"","x"
"1",0.459848130480963
"2",0.334349860738663
"3",0.57633421397323
"4",0.201737981694309
"5",0.310226480995414
"6",0.19988671936754
"7",0.264020360386705
"8",0.236458278941322
"9",0.127516157083574
"10",0.20485633117863
"11",0.248113130778896
"12",0.762179142810315
"13",-0.246100192617067
"14",-0.151359990649546
"15",-0.185505879132154
"16",0.135163868287106
"17",0.278838460247244
"18",0.0400310407126199
"19",0.0344091047541183
"20",0.0118272284564866
"21",-0.0430099971330776
"22",0.155846816256767
"23",0.418298569426808
"24",0.40993027883541
"25",0.123082077360119
"26",0.130312912130678
"27",-0.19884194603892
"28",-0.0773837468467218
"29",0.0318623043891144
"30",0.121819673207079
"31",0.223207889570633
"32",0.126003985548232
"33",0.177719278115316
"34",-0.109068577391454
"35",0.253585014393145
"36",0.290648387221211
"37",0.46009760106872
"38",0.543551869263976
"39",0.318819031762368
"40",0.153477215655514
"41",0.24386492191372
"42",0.504414358684864
"43",0.363428478765316
"44",0.123174764068086
"45",-0.372602117561614
"46",-0.115912838176604
"47",0.235792243992987
"48",-0.324791793826464
"49",0.186862626490303
"50",-0.0395658146012541
"51",-0.0211502870971384
"52",0.0809672983331675
"53",-0.246958720084419
"54",0.133625908720331
"55",0.266772877995781
"56",-0.177689833945353
"57",-0.181657529841619
"58",0.0742435317945265
"59",-0.15683655222704
"60",0.0315579977095985
"61",-0.22542363483433
"62",-0.275536910308546
"63",-0.255424821058565
"64",-0.244261948749831
"65",0.162495963294818
"66",0.294924346223519
"67",-0.267825845886551
"68",-0.0493372526567576
"69",-0.0952737337701764
"70",-0.130592474657104
"71",-0.0832579442722393
"72",-0.000440164077328439
"73",0.0992449038585751
"74",-0.132612359471311
"75",-0.15907336981216
"76",-0.131126389407365
"77",-0.0961175470074587
"78",0.205886110123098
"79",0.169619926313355
"80",0.100782775603803
"81",-0.0900910466083814
"82",-0.132781754857582
"83",-0.0206629370533843
"84",-0.172982940517814
"85",0.00819353446274243
"86",0.174787646733649
"87",-0.258391191189309
"88",0.0440538253425681
"89",0.00157984384134621
"90",0.126807741683653
"91",-0.11068151102132
"92",-0.0696897711654267
"93",0.0459224363249316
"94",-0.125504275353152
"95",0.276405409033034
"96",0.560385624627721
"97",0.583048748419719
"98",0.357678257971489
"99",0.528320247387017
"100",0.309291555077081
"101",0.448151738588137
"102",0.459244455229731
"103",0.515350368926782
"104",0.590208160815212
"105",0.542366480829539
"106",0.592703068887678
"107",0.684013261068961
"108",0.313501100051257
"109",0.458750765524937
"110",0.273863877268202
"111",0.350113298855886
"112",0.153258822007287
"113",0.410709947555465
"114",0.566628570232063
"115",0.465506913383207
"116",0.145746079547931
"117",0.316596290207048
"118",-0.0339023633524824
"119",0.0106478356857595
"120",0.0276221300938831
"121",0.188998008146399
"122",0.0113666489626197
"123",0.0763146581769571
"124",0.02883100004308
"125",0.211350434846732
"126",0.144839919595136
"127",0.0175517111518459
"128",-0.0338533026788839
"129",0.0359749672782502
"130",0.0474146591224351
"131",0.465953640362703
"132",0.11688068967278
"133",0.171125681030847
"134",-0.0173450165794839
"135",0.0548347912547729
"136",0.073705574284514
"137",0.0690486762137658
"138",0.632714784395506
"139",0.34394454242968
"140",0.0630465561936303
"141",0.250652467559967
"142",0.0902395372778982
"143",0.126916115350534
"144",0.151776225173852
"145",0.118370675186579
"146",0.10104291151714
"147",0.0953557521012373
"148",0.0979111166580914
"149",0.0304852014967033
"150",-0.141568153906942
"151",-0.00357273492903635
"152",0.00390571772120806
"153",-0.04301845829109
"154",-0.0131347853686222
"155",-0.00604139982817246
"156",-0.11866924464906
"157",-0.0702463005418127
"158",-0.103062732364482
"159",0.197173545625654
"160",0.240579281994136
"161",0.272474581214504
"162",0.36316697784654
"163",0.455578868829111
"164",0.219210889686156
"165",0.358296670749289
"166",0.311554853472604
"167",0.1331184284814
"168",0.519545430194541
"169",0.132785466798262
"170",0.114739657526985
"171",0.189238425412704
"172",0.364768127791378
"173",0.404070570643136
"174",0.19875108164877
"175",0.0636432287742336
"176",0.0518412158801917
"177",0.25801766223856
"178",0.203422770062204
"179",0.144541550274565
"180",0.151574890301153
"181",0.504510324222066
"182",0.484545915902896
"183",0.483214142075194
"184",0.409263019043918
"185",0.393721640795831
"186",0.474306847252965
"187",0.370649966669768
"188",0.548171764759224
"189",0.629271946683233
"190",0.535682829787372
"191",0.457572025511742
"192",0.507469974922225
"193",0.538250431436493
"194",0.600184155039502
"195",0.405349289144013
"196",0.485529031280825
"197",0.410944025692219
"198",0.470154942470323
"199",0.437956921753786
"200",0.349405238485007
"201",0.482538483459448
"202",0.400951240196301
"203",0.436607172673086
"204",0.379548592357847
"205",0.405046479835297
"206",0.512243157328263
"207",0.432609527385774
"208",0.395732181352845
"209",0.264392689525213
"210",0.389927498351783
"211",0.418352206630484
"212",0.434094630008322
"213",-0.417354014484742
"214",-0.580756944793048
"215",-0.524118405560637
"216",-0.600539407662758
"217",0.0252880893489557
"218",0.0483244589335944
"219",0.213170293393297
"220",-0.414188946958195
"221",-0.0602984021060184
"222",0.247855335640379
"223",0.547300551275894
"224",0.420269715823746
"225",0.0198237951936389
"226",0.295373471374096
"227",0.393497884377109
"228",0.28283938314841
"229",0.328324455910797
"230",0.462369322856641
"231",0.369341387593776
"232",0.572069699229503
"233",0.631643044400048
"234",0.643798254478826
"235",0.698823442259742
"236",0.532604245092237
"237",0.406925370800396
"238",0.420646497017001
"239",0.57516363058464
"240",0.63643562796428
"241",0.415811343849407
"242",0.509437737434372
"243",0.49873204281634
"244",0.377901250468333
"245",0.189250757232511
"246",0.244486733202922
"247",0.67618169452301
"248",0.441383060531893
"249",0.19445499967229
"250",0.307428541932219
"251",0.477358601581906
"252",0.707927586665606
"253",0.322828532920703
"254",0.244395764188381
"255",0.387037359430591
"256",0.348363144232048
"257",0.283983957604914
"258",0.175813885805277
"259",0.194173295569548
"260",0.266288539676523
"261",0.225820299848344
"262",0.128001839194716
"263",0.158770568076114
"264",0.396428916293542
"265",0.178969481753709
"266",0.339932271513282
"267",0.150943189667409
"268",0.219981443086068
"269",0.0982806109561723
"270",0.476653949973457
"271",0.755710918500986
"272",0.393495847926614
"273",0.854277143581966
"274",0.947163746017527
"275",0.855327824412578
"276",0.534838352140314
"277",0.578561799359529
"278",0.100084969935226
"279",0.266407814559248
"280",0.684843293381239
"281",0.744358910994991
"282",0.455407078859164
"283",0.298447158832037
"284",0.571149776205594
"285",0.527982484402211
"286",0.372220082226774
"287",0.457052025964069
"288",0.533713993342916
"289",0.442840768122853
"290",0.588932052769885
"291",0.395902813252669
"292",0.100846726762844
"293",0.492433268747817
"294",0.499546488454676
"295",0.64141194680786
"296",0.718443896085679
"297",0.843633331144334
"298",0.404275671157823
"299",0.390968926018532
"300",0.537654876575966
"301",0.81827813601609
"302",0.917307960880659
"303",0.709374255249675
"304",0.859703855063814
"305",-0.145416248537772
"306",0.202845567099118
"307",0.0186667365984614
"308",-0.515885271609293
"309",-0.0470149955553942
"310",0.0481631799807272
"311",0.0499432781405666
"312",-0.0327146586504379
"313",0.418378114724551
"314",0.158644740051834
"315",0.0756464817227704
"316",0.274975507688698
"317",0.148385222361064
"318",0.131635499342
"319",0.0174888781309991
"320",0.284988357892573
"321",0.0345915239123104
"322",0.365851205549259
"323",0.354464636250403
"324",0.347599326521125
"325",0.387125079448506
"326",0.246494932347799
"327",0.350067832775973
"328",-0.353875389295067
"329",0.0783889861787069
"330",0.33605357586723
"331",0.277256445422206
"332",0.266525318723998
"333",0.413339363359486
"334",0.406073718967887
"335",0.314397572141256
"336",-0.384777624624807
"337",-0.3944438002436
"338",-0.522484500647272
"339",-0.436119816930098
"340",-0.40863163802752
"341",-0.66008160702109
"342",-0.593205305064383
"343",-0.31390051066082
"344",-0.142353256888889
"345",-0.551435701528724
"346",-0.0828384501942642
"347",-0.0854507201654683
"348",-0.118944247725264
"349",0.0874056417021454
"350",-0.0636612197100401
"351",0.0672633648555223
"352",0.440376915298866
"353",0.242187315047141
"354",0.374461092905763
"355",0.4367302211157
"356",0.113235926355369
"357",-0.448542284330698
"358",0.0955526330287999
"359",-0.0469668811040176
"360",0.0587127862357306
"361",-0.000105909125013663
"362",-0.0632031164404044
"363",0.116069908070332
"364",-0.0310597705123071
"365",0.389687052968672
"366",-0.498163067692282
"367",-0.527860928111302
"368",-0.563408943756507
"369",-0.494708287572924
"370",-0.42767103990775
"371",-0.511858852022477
"372",-0.754964512384845
"373",-0.0337736225291893
"374",-0.388874002037344
"375",-0.164037497106754
"376",0.0280661887103137
"377",-0.396664198657779
"378",-0.34769080099115
"379",-0.212268921725557
"380",-0.249094523657413
"381",0.0379066325130964
"382",-0.409770973243008
"383",-0.554907026482305
"384",-0.46094531340296
"385",-0.484010441798143
"386",-0.0401120312352057
"387",-0.232049156715441
"388",0.257775635122981
"389",-0.673465706919509
"390",-0.586847759944833
"391",-0.610000101138161
"392",-0.579145704813475
"393",-0.551416194526685
"394",-0.187785970123147
"395",-0.0948848228157401
"396",-0.104035976732596
"397",-0.127166673910742
"398",0.085207469398068
"399",-0.0870978157127775
"400",-0.343234691666009
